春,-,ムラいちを　連想させる　春の草,錨草と　一輪草,詠み人知らず,第15回東方ニコ童祭_半刻歌絵巻,nicodosai_15th,-,-
春,-,鉄箱に　祭り誘(いざな)う　春の風,,伊賀高原,第15回東方ニコ童祭_半刻歌絵巻,nicodosai_15th,-,-
春,-,桜餅　葉っぱを食べるか　食べないか,,詠み人知らず,第15回東方ニコ童祭_半刻歌絵巻,nicodosai_15th,-,-
春,-,団子より　光輝く　花の下,,伊賀高原,第15回東方ニコ童祭_半刻歌絵巻,nicodosai_15th,-,-
春,-,春一番 電話は二番 三時のおやつ,花より団子 食い気勝りて,和風海苔,第15回東方ニコ童祭_半刻歌絵巻,nicodosai_15th,-,-
春,-,春の陽に 微睡(まどろ)み行けば 幻想(ゆめ)の郷,そぞろ歩けど 暁(あかつき)は遠く,かづき,第15回東方ニコ童祭_半刻歌絵巻,nicodosai_15th,-,-
春,-,春の山　宴の席の　裏方で,花も見ぬのに　嗚呼花疲れ,茶芭,第15回東方ニコ童祭_半刻歌絵巻,nicodosai_15th,-,-
春,-,清らかに明るく輝く春の空,今日は待ち渡る花見日和だ,水炬,第15回東方ニコ童祭_半刻歌絵巻,nicodosai_15th,-,-
春,-,花を背に 微笑むひとの 麗しき,,Aneko3,第15回東方ニコ童祭_半刻歌絵巻,nicodosai_15th,-,-
春,-,庭先に　大忙しと　花衣,,ジュジュ,第15回東方ニコ童祭_半刻歌絵巻,nicodosai_15th,-,-
春,-,これやこの 陰陽神玉 咲き乱れ,知るも知らぬも 逢坂の関　―玉造世魅丸,3waves,第15回東方ニコ童祭_半刻歌絵巻,nicodosai_15th,-,-
春,-,芽吹き咲く それはまるで 吉野のよう,,アジャストリーマ,第15回東方ニコ童祭_半刻歌絵巻,nicodosai_15th,-,-
春,-,東雲の　夢のあわいを　尋ねれば,今も佇む　花時の恋,蛮菓,第15回東方ニコ童祭_半刻歌絵巻,nicodosai_15th,-,-
春,-,招き猫　梅と桜と　瀬の水面,三色彩る　春の市かな,緋畑代一,第15回東方ニコ童祭_半刻歌絵巻,nicodosai_15th,-,-
春,-,雪解けて　緑が芽吹く　幻想郷,ふと身に感じる　春の訪れ,残念,第15回東方ニコ童祭_半刻歌絵巻,nicodosai_15th,-,-
夏,-,時は今　一年(ひととせ)待った　文月(ふづき)かな,,伊賀高原,第15回東方ニコ童祭_半刻歌絵巻,nicodosai_15th,-,-
夏,-,曇りなき　熱き日輪　浮かび上げ,地上の空を　照らしてぞ行く,伊賀高原,第15回東方ニコ童祭_半刻歌絵巻,nicodosai_15th,-,-
夏,-,限りあれば　待てど祭りは　終われども,心みじかき　夏の夜の風,伊賀高原,第15回東方ニコ童祭_半刻歌絵巻,nicodosai_15th,-,-
夏,-,友を得て　なおぞ嬉しき　ニコ童祭,昔に代わる　今の楽しみ,伊賀高原,第15回東方ニコ童祭_半刻歌絵巻,nicodosai_15th,-,-
夏,-,夏の雨　傘の花咲き　鮮やかに,されど唯一の　ナス色の傘,詠み人知らず,第15回東方ニコ童祭_半刻歌絵巻,nicodosai_15th,-,-
夏,-,妖怪も　美容を意識　紫外線,つばが大きい　夏帽子かな,詠み人知らず,第15回東方ニコ童祭_半刻歌絵巻,nicodosai_15th,-,-
夏,-,キラキラと　夏の日差し　反射して,川に集まり　水遊び,詠み人知らず,第15回東方ニコ童祭_半刻歌絵巻,nicodosai_15th,-,-
夏,-,燦々と　光に焼けし　遊ぶ子よ,,伊賀高原,第15回東方ニコ童祭_半刻歌絵巻,nicodosai_15th,-,-
夏,-,茹だる夜に 川の字寝そべる 童見て,寝顔癒され 心涼みし,和風海苔,第15回東方ニコ童祭_半刻歌絵巻,nicodosai_15th,-,-
夏,-,隠し味 冷やしスイカに スピリタス,,かづき,第15回東方ニコ童祭_半刻歌絵巻,nicodosai_15th,-,-
夏,-,夏の川　早く冷えろと　蹴る水面,浸かる西瓜と　跳ねる水飛沫,茶芭,第15回東方ニコ童祭_半刻歌絵巻,nicodosai_15th,-,-
夏,-,蒸し暑く纏う熱気は此の岸の,地獄の如く様相かな(字足らず),水炬,第15回東方ニコ童祭_半刻歌絵巻,nicodosai_15th,-,-
夏,-,梅雨が来た　私の出番と　小傘飛ぶ,,一本たたら☂,第15回東方ニコ童祭_半刻歌絵巻,nicodosai_15th,-,-
夏,-,夏祭り　お酒飲め飲め　お酒飲め,,いぬたろう,第15回東方ニコ童祭_半刻歌絵巻,nicodosai_15th,-,-
夏,-,呟きて　添えるや幾夜　走馬灯,儚き友も　不朽の友も,ジュジュ,第15回東方ニコ童祭_半刻歌絵巻,nicodosai_15th,-,-
夏,-,酒の席　押し付けられた　麦飯の,礫のごとき　味のなさたるや,shirominjo,第15回東方ニコ童祭_半刻歌絵巻,nicodosai_15th,-,-
夏,-,冷える部屋 続くスペカに 拭う汗,「いやまだ本気 出してねぇから」,ネ谷2(ゆうじ),第15回東方ニコ童祭_半刻歌絵巻,nicodosai_15th,-,-
夏,-,蝉時雨　急かせ我らは　夏の友,,半熟オカラ,第15回東方ニコ童祭_半刻歌絵巻,nicodosai_15th,-,-
夏,-,夕顔の　零れ落とした　一滴,甚く灼けつく　夏の眼差し,蛮菓,第15回東方ニコ童祭_半刻歌絵巻,nicodosai_15th,-,-
夏,-,日が昇り　あつさ身に染む　筍掘り,,藤原拉麺,第15回東方ニコ童祭_半刻歌絵巻,nicodosai_15th,-,-
夏,-,何百年　恨みつらみの　夏の月,輝夜会うときは　つきがよい日だ,藤原拉麺,第15回東方ニコ童祭_半刻歌絵巻,nicodosai_15th,-,-
夏,-,碧き沢に　とり巻くたかねは　清き緑,天つかさどる　龍のめぐみ,緋畑代一,第15回東方ニコ童祭_半刻歌絵巻,nicodosai_15th,-,-
夏,-,夕涼み 酒の肴で 舌鼓,,残念,第15回東方ニコ童祭_半刻歌絵巻,nicodosai_15th,-,-
秋,-,十六夜の　月下（げっか）に照らされ　月時計（つきどけい）,主人を思う　メイド長かな,詠み人知らず,第15回東方ニコ童祭_半刻歌絵巻,nicodosai_15th,-,-
秋,-,月照らす　実りに沸きし　皆の顔,,伊賀高原,第15回東方ニコ童祭_半刻歌絵巻,nicodosai_15th,-,-
秋,-,紅葉狩り　静葉がせっせと　色を付け,景色でいっぱい　宴会始まる,詠み人知らず,第15回東方ニコ童祭_半刻歌絵巻,nicodosai_15th,-,-
秋,-,山風の　荒れる大地に　もみじ舞う,,伊賀高原,第15回東方ニコ童祭_半刻歌絵巻,nicodosai_15th,-,-
秋,-,悪戯か 持て成し求め 行進す,仮装行列 異国の盆,和風海苔,第15回東方ニコ童祭_半刻歌絵巻,nicodosai_15th,-,-
秋,-,準備した　団子がドンドン　減っていく,モグモグ待ってる　秋の夕暮れ,茶芭,第15回東方ニコ童祭_半刻歌絵巻,nicodosai_15th,-,-
秋,-,夕闇に 紛(まぎ)る人影 秋の暮れ,「誰そ彼刻(たそがれどき)」に 嗚呼、御用心,かづき,第15回東方ニコ童祭_半刻歌絵巻,nicodosai_15th,-,-
秋,-,秋の夜に揺蕩う尾花と望月に,佇む姿は人か妖か(字余り),水炬,第15回東方ニコ童祭_半刻歌絵巻,nicodosai_15th,-,-
秋,-,すっぱくて　口には出せぬ　重陽や,,ジュジュ,第15回東方ニコ童祭_半刻歌絵巻,nicodosai_15th,-,-
秋,-,秋風にたなびく雲の絶え間より,もれいづる月の影のさやけさ,左京大夫顕輔（推薦：鈴奈神楽）,第15回東方ニコ童祭_半刻歌絵巻,nicodosai_15th,-,-
秋,-,朝鈴を　鳴らす高揚　高らかに,歌い上げたる　色鳥の舞,蛮菓,第15回東方ニコ童祭_半刻歌絵巻,nicodosai_15th,-,-
秋,-,山の上　郷を見つめる　もみじの下,鴉は帰る　夕焼け小焼け,緋畑代一,第15回東方ニコ童祭_半刻歌絵巻,nicodosai_15th,-,-
秋,-,鮮やかに　秋色染まる　里景色,,残念,第15回東方ニコ童祭_半刻歌絵巻,nicodosai_15th,-,-
秋,-,春祭り　夏に祭りで　秋祭り,冬も祭りで　年中楽し,期待値０,第15回東方ニコ童祭_半刻歌絵巻,nicodosai_15th,-,-
冬,-,咲き誇る真白に染まる花むらよ、,春の匂ひは今ぞここにと,水炬,第15回東方ニコ童祭_半刻歌絵巻,nicodosai_15th,-,-
冬,-,懐に　風吹かせじと　征く年末,,伊賀高原,第15回東方ニコ童祭_半刻歌絵巻,nicodosai_15th,-,-
冬,-,雪見つめ　心をよぎる　あの笑顔,,伊賀高原,第15回東方ニコ童祭_半刻歌絵巻,nicodosai_15th,-,-
冬,-,冬の朝　布団の温もり　恋しくて,起きるか迷う　後5分だけ,詠み人知らず,第15回東方ニコ童祭_半刻歌絵巻,nicodosai_15th,-,-
冬,-,雪が降り　南天の実と　葉っぱ使い,作り出すのは　雪うさぎ,詠み人知らず,第15回東方ニコ童祭_半刻歌絵巻,nicodosai_15th,-,-
冬,-,広がりし 白き世界を 駆け回り,遊び尽くすは 風の子達よ,和風海苔,第15回東方ニコ童祭_半刻歌絵巻,nicodosai_15th,-,-
冬,-,掴もうと　見上げ手伸ばす　冬の空,ひらりはらりと　風花が舞う,茶芭,第15回東方ニコ童祭_半刻歌絵巻,nicodosai_15th,-,-
冬,-,鎖(とざ)された 雪夜の悲劇 サスペンス,「割られた」男 犯人は、果たして……！？,かづき,第15回東方ニコ童祭_半刻歌絵巻,nicodosai_15th,-,-
冬,-,冬さらば今も見るごと真っ白に,冴え凍るほどに雪は降りつつ,水炬,第15回東方ニコ童祭_半刻歌絵巻,nicodosai_15th,-,-
冬,-,「また来年」盃交わす 大晦日,,Aneko3,第15回東方ニコ童祭_半刻歌絵巻,nicodosai_15th,-,-
冬,-,星冴ゆ夜　追い縋るページ　影冴ゆる,,ジュジュ,第15回東方ニコ童祭_半刻歌絵巻,nicodosai_15th,-,-
冬,-,しんしんと　つみかさなりし　ごいっこん,こんこんねむる　きみしらぬまに,蛮菓,第15回東方ニコ童祭_半刻歌絵巻,nicodosai_15th,-,-
冬,-,吹雪の尾　曳いて飛んでく　ほうき星,,緋畑代一,第15回東方ニコ童祭_半刻歌絵巻,nicodosai_15th,-,-
冬,-,年の瀬も　お師匠様は　大忙し,,残念,第15回東方ニコ童祭_半刻歌絵巻,nicodosai_15th,-,-
